"X","tweet","date","DailyChange","angryf","anticipationf","disgustf","fearf","joyf","sadnessf","surprisef","trustf","negativef","positivef","langryf","lanticipationf","ldisgustf","lfearf","ljoyf","lsadnessf","lsurprisef","ltrustf","lnegativef","lpositivef"
57,"yes beta use pure vision production code highway drive beta hopefully beta definitely use one stack rule city streets highway complex park lot how camera link in end kept production design almost exactly show car just small tweak make slightly good no door handle car recognize open door have four wheel steer amaze nimble handle tight turn version team great work will epic see deep sea oil rig convert ocean starship to frank always chance flop unlike anything else i care i love much even other truck look like copy thing look like make alien future taper charge rate simply physical thing happen lithium ion bounce around increasingly full parking lot just like car parking lot take long find spot lot almost full","2021-07-15",0.0063,0,0.0487804878048781,0.016260162601626,0.016260162601626,0.016260162601626,0.024390243902439,0.00813008130081301,0.0487804878048781,0.032520325203252,0.0894308943089431,0,0.0476280489892547,0.0161293819298837,0.0161293819298837,0.0161293819298837,0.0240975515790605,0.0080972102326193,0.0476280489892547,0.0320027310861737,0.0856554445784938
58,"jack sure i ton jack during talk sing cover the final","2021-07-19",0.0089,0,0.0909090909090909,0,0,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0,0.181818181818182,0,0.0870113769896297,0,0,0.0870113769896297,0,0.0870113769896297,0.167054084663166,0,0.167054084663166
59,"over time country we create connector standard back maker long range electric car it one fairly slim connector low high power charge that say make supercharger network open later year","2021-07-20",-0.0013,0,0.1,0,0,0.0666666666666667,0.0333333333333333,0,0.0333333333333333,0,0.133333333333333,0,0.0953101798043249,0,0,0.0645385211375712,0.032789822822991,0,0.032789822822991,0,0.125163142954006
60,"seriously negative nominal interest rate what world come delta v but much important design capable full rapid long way go design make actually fully rapidly high least success one possible outcome dry electrode key piece one many piece puzzle lower cost lithium battery that say require immense amount engineering take maxwell proof concept high quality volume production still quite do indeed i one point go high energy density capacitor use electric vehicle but lithium ion cover even advance lithium ion technology possible transition earth sustainable energy","2021-07-21",0.0018,0.0116279069767442,0.0465116279069767,0,0.0116279069767442,0.0348837209302326,0.0348837209302326,0.0232558139534884,0.0465116279069767,0.0348837209302326,0.127906976744186,0.011560822401076,0.0454623740767574,0,0.011560822401076,0.0342890734786322,0.0342890734786322,0.0229895182246988,0.0454623740767574,0.0342890734786322,0.120363682249875
61,"flight test show could make body flap narrower light win also last much long normal roof able withstand hail medium size impact","2021-07-22",-0.0045,0,0.0909090909090909,0,0.0454545454545455,0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0.0870113769896297,0,0.0444517625708338,0,0,0,0.0870113769896297,0.0870113769896297,0.0870113769896297
62,"ship probably fine iron cell aircraft need high energy density good range i say aircraft hand full car solar battery power generation energy density need aircraft indeed","2021-07-26",0.0088,0.037037037037037,0.0740740740740741,0,0,0.037037037037037,0.037037037037037,0,0.0740740740740741,0.037037037037037,0.111111111111111,0.0363676441708748,0.0714589639821449,0,0,0.0363676441708748,0.0363676441708748,0,0.0714589639821449,0.0363676441708748,0.105360515657826
63,"engineer fee i already chew much glass i chipmunk cheek engineer fee i die supersonic electric jet but i already way much plate any work brain explode truth that low bar never value engineering highly although try change i personally write year huge respect engineer par best company leader real world ai truth team excellent even compare best company this big deal car much computer wheel","2021-07-27",0.0034,0.0454545454545455,0.0303030303030303,0,0.0454545454545455,0.0606060606060606,0.0454545454545455,0.0303030303030303,0.121212121212121,0.0606060606060606,0.121212121212121,0.0444517625708338,0.0298529631496811,0,0.0444517625708338,0.0588405000229334,0.0444517625708338,0.0298529631496811,0.114410351177744,0.0588405000229334,0.114410351177744
64,"at point count atom dispense we many close tower team support contractor orbital precession take long time with starship hopefully direct inject target orbit","2021-07-28",0.0043,0,0.0833333333333333,0,0,0,0,0,0.0833333333333333,0,0.125,0,0.0800427076735364,0,0,0,0,0,0.0800427076735364,0,0.117783035656383
65,"mass orbit fundamental metric make life matter one starship lift falcon single flight wow indeed giant mosquito around so many tube raptor major improvement also increase thrust ton ton long term goal engine cost ton thrust and primary fuel line the maze secondary plumbing wire great concern yeah team crank hard i mean course complete feed system raptor rocket engine super heavy booster win sh feel long ago true i talk friend electric car constantly college peter j beck congratulation","2021-07-29",-0.0083,0.025,0.025,0.0125,0.0125,0.05,0.0125,0,0.0875,0.025,0.1125,0.0246926125903714,0.0246926125903714,0.0124225199985571,0.0124225199985571,0.048790164169432,0.0124225199985571,0,0.083881483980702,0.0246926125903714,0.106609735058258
66,"stem fee that right civilization power small earth solar panel hard believe year already those goal actually precede creation many year go back probably i college however time i think chance achieve goal low i ask reporter i optimistic pessimistic future that answer extremely tough year every level it difficult","2021-08-02",0.0131,0.02,0.02,0,0.02,0.02,0.02,0.02,0.08,0.06,0.1,0.0198026272961797,0.0198026272961797,0,0.0198026272961797,0.0198026272961797,0.0198026272961797,0.0198026272961797,0.0769610411361284,0.0582689081239758,0.0953101798043249
67,"mar look amazing we steal idea karate pitch control require force yaw much force roll also grid fin closer wake booster less effective however pretty good aero control technically achieve grid fin effect accuracy thank sandy super heavy booster move orbital launch mount very close real arm able move descent match exact booster position catch point side case catch want hit launch mount booster transfer back launch mount next flight design hour turnaround","2021-08-03",0.0018,0.0547945205479452,0.0684931506849315,0,0.0684931506849315,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.0684931506849315,0.0821917808219178,0.10958904109589,0.0533459807052927,0.0662493855412007,0,0.0662493855412007,0.0402738991379399,0.0402738991379399,0.0402738991379399,0.0662493855412007,0.0789884113186303,0.103989713524048
68,"id aa i great admiration engineering ability what armadillo incredible i try convince many time join always decline sigh future rocket quite ready yet move rocket orbital launch pad","2021-08-04",0.0071,0.0689655172413793,0.137931034482759,0,0,0.0344827586206897,0,0,0.0689655172413793,0.0344827586206897,0.206896551724138,0.0666913744986721,0.129211731480006,0,0,0.0339015516756814,0,0,0.0666913744986721,0.0339015516756814,0.18805223150294
69,"reality total opposite detractor say big challenge recruit enough people build car bay area essentially negative unemployment people factory several job offer if treat well would leave immediately once operational wind rarely issue wind high today look like wind speed low enough stack early tomorrow morning remain tile way irony indeed aim stack ship booster today","2021-08-05",-0.0038,0.0357142857142857,0.0714285714285714,0.0178571428571429,0.0357142857142857,0.0178571428571429,0.0357142857142857,0.0535714285714286,0.0178571428571429,0.0892857142857143,0.0892857142857143,0.0350913198112702,0.0689928714869514,0.0176995770994009,0.0350913198112702,0.0176995770994009,0.0350913198112702,0.0521857531705702,0.0176995770994009,0.0855221734381619,0.0855221734381619
70,"believe future","2021-08-09",3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"yeah important bear mind production fast slow part unique part car","2021-08-10",0.0038,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0,0.272727272727273,0.0870113769896297,0.0870113769896297,0,0.0870113769896297,0,0.0870113769896297,0,0.0870113769896297,0,0.241162056816888
72,"i recommend get first plant work it insanely difficult reach volume production affordable unit cost it gon na awesome","2021-08-11",-0.0021,0,0.0526315789473684,0,0.0526315789473684,0,0,0,0.0526315789473684,0,0.105263157894737,0,0.0512932943875505,0,0.0512932943875505,0,0,0,0.0512932943875505,0,0.100083458556982
